	AverageSellingUnitWeight	ContentsMeasureType	ContentsQuantity	IsNew	IsSpecialOffer	PromotionDescription	UnitOfSale	UnitQuantity	description	image	name	price	tpnb	unitprice
25	0.216	G	255.0		True	Save 50p Was £1.50 Now £1.00	1	KG	[Portions formed from marinated chunks of chicken breast coated in a light crispy batter, prefried., Why not try in a wrap..., Visit birdseye.co.uk for more ideas]	http://img.tesco.com/Groceries/pi/506/5000116110506/IDShot_90x90.jpg	Birds Eye 2 Crispy Chicken 180G	1.0	51582603	3.93
26	0.211	G	186.0		True	Save 50p Was £1.50 Now £1.00	1	KG	[Portions of chicken formed from marinated chunks of chicken breast, prefried, seared and coated with a sweet barbecue glaze., For more, visit birdseye.co.uk, Visit birdseye.co.uk for more ideas]	http://img.tesco.com/Groceries/pi/551/5000116110551/IDShot_90x90.jpg	Birds Eye 2 Sticky And Sweet Bbq Chicken Chargrills 186G	1.0	72395954	5.38
27	0.157	KG	0.15		True	Any 5 for £3.00	1	KG	[Complete pet food for adult dogs.]	http://img.tesco.com/Groceries/pi/817/0000050166817/IDShot_90x90.jpg	Cesar With Chicken And Turkey 150G	0.7	54785439	4.67
28	0.671	KG	0.32				1	KG	[Chopped and shaped chicken in a crispy breadcrumb coating, Everyday Value chicken nuggets]	http://img.tesco.com/Groceries/pi/376/5051898462376/IDShot_90x90.jpg	Tesco Everyday Value Chicken Nuggets 320G	0.72	60590856	2.25
29	0.568	KG	0.5				1	KG	[Chopped and shaped chicken filled with garlic butter in a crispy breadcrumb coating, Classic chicken kievs are a real family favourite and it's easy to see why. Fuss free, quick cooking for hungry tummies at teatime. These chicken kievs, made with 100% breast meat in a crispy breadcrumb coating, have a tasty garlic butter centre and cook from frozen in just 17 minutes. Make a teatime treat with herby new potatoes and petits pois or for simple suppers team your kievs with potato waffles, frozen peas and a dollop of tomato ketchup. This product is made with 100% chicken breast with no artificial flavours, colours or preservatives.]	http://img.tesco.com/Groceries/pi/666/5051898462666/IDShot_90x90.jpg	Tesco 4 Garlic Butter Chicken Kievs 500G	2.0	60590919	4.0
30	0.482	KG	0.45				1	KG	[Chopped and shaped chicken in a light and crispy batter coating, Delicious chicken dippers are a real family favourite and it's easy to see why. Fuss free, quick cooking for hungry tummies at teatime. These chicken dippers, made with 100% breast meat in a light and crispy batter coating, cook from frozen in just 17 minutes and make a teatime treat with potato waffles, petits pois and a dollop of ketchup. Dippable and dunkable, pile up a bowl of dippers with a selection of dips for a family night in with a movie. These dippers go with anything from BBQ to relish and tomato ketchup to mayonnaise. This product is made with 100% chicken breast with no artificial flavours, colours or preservatives.]	http://img.tesco.com/Groceries/pi/733/5052320859733/IDShot_90x90.jpg	Tesco 20 Battered Chicken Dippers 450G	1.5	58968799	3.34
31	0.479	KG	0.45				1	KG	[Chopped and shaped chicken breast in a crispy breadcrumb coating, Tasty chicken nuggets are a real family favourite and it's easy to see why. Fuss free, quick cooking for hungry tummies at teatime. These chicken nuggets, made with 100% breast meat in a crispy breadcrumb coating, cook from frozen in just 15 minutes and make a teatime treat with crispy potato shapes, peas & sweetcorn and light mayonnaise. Dippable and dunkable, pile up a bowl of nuggets with a selection of dips for a family night in with a movie. These nuggets go with anything from BBQ to sweet chilli and tomato ketchup to sour cream. This product is made with 100% chicken breast with no artificial flavours, colours or preservatives.]	http://img.tesco.com/Groceries/pi/917/5052320859917/IDShot_90x90.jpg	Tesco Breaded Chicken Nuggets 450G	1.5	58968684	3.34
32	4.837	KG	1.0				3	KG	[Cooked and  Roasted formed Turkey with pork sage and onion stuffing with added water., Succulent turkey breast handfilled with pork sage and onion stuffing, cooked and roasted.]	http://img.tesco.com/Groceries/pi/000/0219310000000/IDShot_90x90.jpg	Counter Roast Turkey With Sage And Onion Stuffing	12.9	64390925	12.9
33	0.471	G	454.0				1	KG	[Chicken quarter pounders formed from chopped chicken breast in a rice coating, prefried., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/445/5000116107445/IDShot_90x90.jpg	Birds Eye 4 Chicken Quarter Pounders 454G	2.75	72437382	6.06
34	0.467	KG	0.45				1	KG	[Turkey breast roast formed from turkey breast with added water, soya protein and starch]	http://img.tesco.com/Groceries/pi/860/5010236010860/IDShot_90x90.jpg	Turkey Breast Roast 450G	2.5	65908861	5.56
